Company Name,Scrip Code
kabirdas investments ltd,202946
revati organics ltd.,524504
be swasth healthcare ltd,203110
dhaval exports limited,201733
molind engineering ltd,203549
koa tools india ltd.,517471
containerway international lim,540597
trans asia corporation ltd.,530783
triochem products ltd.,512101
seshachal technologies ltd.,531794
bluechip stockspin ltd.,531713
miven machine tools ltd.,522036
morn media limited,204520
sang froid labs (india) limite,539392
trident india limited,203535
john oakey & mohan ltd,205930
naisargik agritech (india) ltd,531365
sns diagnostics limited,204924
nexus surgical and medicare li,538874
quantum digital vision (india),530281
woodsvilla ltd.,526959
emed.com technologies ltd,524588
modella woollens ltd.,503772
venus universal ltd.,530769
suryakripa finance ltd.,511185
triumph international finance,532131
sarda papers ltd.,516032
scan projects ltd.,531797
satya miners & transporters lt,537068
stellant securities (india) lt,526071
virgo global limited,532354
patback business limited,204369
warner multimedia ltd.,511690
macor packaging limited,200864
white hall commercial co.ltd.,512431
midvalley entertainment ltd.,533310
jyoti overseas ltd.,523876
twin roses trades & agencies l,512117
unipro technologies limited,540189
shah foods ltd.,519031
d. d. ventures limited,201533
shreyans fin and cap ser,203336
universal arts ltd.,532378
virgo polymers (india) ltd.,531282
winmore leas & hldng ltd,204742
nimbus industries ltd.,530971
r.r.securities ltd.,530917
shreenath investments co.ltd.,503696
natura hue chem ltd.,531834
belapur industries ltd.,507050
sheraton properties & finance,512367
speedage commercials ltd.,512291
sunita bonds & holdings l,205706
alpha hi-tech fuel ltd.,531247
fortune industrial res l,203279
novagold petro-resources ltd.,531791
nikki global finance ltd.,531272
pasupati fincap ltd.,511734
alora trading company limited,539693
supreme commercial ent lt,200391
southern gas ltd.,509910
supra trends limited,511539
vaishnavi gold limited,590111
euro asia exports ltd.,530929
premium merchants limited,206161
samtel india ltd.,500371
skypak service specialist ltd.,523846
t.spiritual world ltd.,532444
super syncotex (india) ltd.,503297
tsl industries ltd.,531659
nivi trading ltd.,512245
premium capital market & inves,511660
nouritrans exim limited,540698
priya international ltd,202271
innovation software exports lt,517433
gujarat foils ltd.,531410
atlanta devcon limited,526843
zenith computers ltd.,517164
eduexel infotainment limited,526483
sree jayalakshmi autospin ltd.,530037
standard capital markets ltd.,511700
andhra pradesh tanneries ltd.,509367
mangalam eng projects ltd,204627
aditri industries limited,534707
shikhar consultants ltd.,526883
arnav corporation ltd.,531467
sms techsoft (india) limited,531838
dina iron & steel ltd.,532003
ejecta marketing limited,538653
sanchay finvest ltd.,511563
vani commercials limited,538918
welterman international ltd.,526431
crazy infotech ltd.,524388
sterling guaranty & finance lt,508963
union bearings (india) ltd.,522271
gujarat cypromet ltd.,530467
arcuttipore tea co.ltd.,530261
chitradurga spintex ltd.,521244
ratnamani agro industries ltd,507652
kengold (india) ltd.,519546
omkar overseas ltd.,531496
parag fans & cooling sys,200933
rfl international ltd.,531646
parichay investments ltd.,505525
sai baba investment and commer,538557
fortune foods ltd.,519187
sunitee chemicals ltd.,531945
swadeshi industries leasing co,506863
solis marketing limited,538575
jeco exp and fin ltd,205087
ashutosh paper mills ltd.,531568
raymed labs ltd.,531207
yash trading & finance ltd.,512345
telephone cables ltd.,517159
tivoli construction ltd.,511096
five x tradecom limited,536751
sps international ltd.,530177
uniworth international ltd.,514282
vax housing finance corporatio,531650
mercury metals ltd.,531357
shreejal info hubs ltd.,506874
crescent leasing limited,539131
ncc finance ltd.,531452
sagar systech ltd.,511254
rakan steels limited,203213
globus corpooration limited,531904
birla capital & financial serv,512332
frontline financial services l,531685
sns properties & leas ltd,201845
dhruv estates ltd.,507886
gsl nova petrochemicals limite,530605
devrup trading limited,204456
atlantic commercial com l,200882
radhagobind commercial limited,539673
siddheswari garments ltd.,526877
silver oak commercial ltd.,512197
uttaranchal leasing ltd,205892
n. k. textile indust ltd,203308
new markets advisory ltd.,508867
indovation technologies ltd.,521005
maplle infraprojects ltd.,531200
oswal leasing ltd.,509099
amsons apparels limited,538861
promact impex limited,526494
sapan chemicals limited,531781
sri chakra cement limited,518053
skyweb infotech limited,205232
valley magnesite company limit,539543
shree vijay indus ltd,204862
abhinandan enter ltd,204327
bhairav enterprises ltd,205485
rishabh enterprises ltd.,204873
shri gurudev en-trade ltd,201088
mideast (india) ltd.,500278
shyama infosys ltd.,531219
vallabh poly-plast internation,530403
ranjit securities ltd.,531572
gujarat perstorp electronics l,526385
oseaspre consultants ltd.,509782
technojet consultants ltd.,509917
tribhuvan housing ltd.,531703
rathi graphic technologies ltd,524610
aaswa trading & exports ltd.,512038
sanmitra commercial ltd.,512062
surbhi industries ltd.,514260
the patna elec sup co ltd,205175
silicon valley infotech ltd.,531738
layla textile and traders limi,539125
konark commercial ltd,205398
metro commercial co. ltd,200648
associated finman limited,200212
newage marketing limited,204825
watson software ltd.,516090
india infraspace ltd.,531343
denim developers limited,202419
kajal synthetics & silk mills,512147
bio green papers ltd,534535
goplee infotech ltd.,531419
palsoft infosystems ltd.,511597
gamma infoway exalt ltd.,517391
w w technology holdings ltd.,505583
sarvamangal mercantile co.ltd.,506190
sanghi corporate services ltd.,511640
nawratan arts limited,206050
professional diamonds ltd.,523001
raashi fertilizers ltd.,524009
mangalwedha sun-soya ltd.,523834
lalit polymers & electronics l,524250
pinky chemicals ltd.,524671
subhlaxmi exports ltd.,512632
jcl ltd.,530335
sai jeevadhara finance limited,511403
gujarat refractories ltd.,515053
maniyar plast ltd.,526321
webel communication industries,517176
milk specialities ltd.,519403
ube industries ltd.,523868
all metal process industries l,511088
automobile products of india l,505032
scan organics ltd.,531105
sarang chemicals ltd.,532031
nb footwear ltd.,523242
veronica production limited,531695
shri krishna prasadam ltd,537954
ganesh films india limited,541703
rajvir industries ltd.,532665
tecil chemicals & hydro power,506680
rsc international ltd.,530179
modern denim ltd.,500451
shamrock industrial co.ltd.,531240
prudential sugar corporation l,500342
quintegra solutions ltd.,532866
starlite components ltd.,517548
nu-tech corporate services ltd,526313
n2n technologies limited,512279
asian bearings ltd.,505672
chamak holdings limited,539600
aurum capital projects l,202005
skyline ventures india limited,538919
sti granite india ltd.,515115
p.k.leasing & finance ltd,204766
pioneer agro extracts ltd.,519439
quest financial services ltd.,539962
gi engineering solutions ltd.,533048
acil cotton industries limited,530901
shree nidhi trading co. ltd.,540253
vasa retail & oversea ltd,203016
modex international securities,537092
shivom investment & consultanc,539833
i secure cre & ca se ltd,201755
shri kalyan holdings ltd.,532083
systematix securities ltd.,531432
toyama electric ltd.,517407
rekvina laboratories ltd.,526075
technical asso infrap ltd,207350
aplaya creations limited,511064
shree hanuman sugar & industri,537709
omega ag-seeds (punjab) ltd.,519479
vaishno cement co.ltd.,526941
siddha ventures ltd.,530439
purohit construction limited,538993
archana software ltd.,530565
rahul merchandising ltd.,531887
shri bholanath carpets limited,530841
vintage securities ltd.,531051
moongipa capital finance ltd.,530167
venmax drugs and pharmaceutica,531015
vegepro foods & feeds ltd.,519140
yuranus infrastructure ltd,536846
vadilal dairy international lt,519451
p r holdings limited,201543
nidhi services limited,206053
good value irrigation ltd.,531997
new era alkaloids & exp l,204882
srm energy ltd.,523222
abc gas (international) ltd.,513119
natco economicals limited,539595
emkay aromatics ltd.,531011
classic filaments limited,540310
rajasthan gases ltd.,526873
sip industries ltd.,523164
shiva granito export limited,540072
sheshadri industries limited,539111
shailja commercial trade frenz,539520
dalmia refractories ltd,203636
richfield financial services l,539435
shri niwas leasing and finance,538897
teem laboratories ltd.,507761
slesha commercial limited,203343
uniworth ltd.,514144
unishire urban infra ltd,537582
apple credit corporation ltd.,511339
gujchem distillers india ltd.,506640
ellora traders limited,203836
samyak corporation ltd,202857
mehta integrated finance ltd.,511377
padmalaya telefilms ltd.,532350
sawaca business machines ltd.,531893
devika proteins ltd.,531171
sungold media and entertainmen,541799
sungold capital ltd.,531433
mini diamonds (india) ltd.,523373
parsharti investment ltd.,511702
gagan polycot india ltd.,531196
sterling webnet ltd.,531901
ridings consulting engineers i,541151
spangle marketing limited,204562
shree salasar investment ltd.,503635
sun source (india) ltd.,517403
s.r.industries ltd.,513515
tirupati industries (india) lt,531547
v b industries limited,539123
munoth financial services ltd.,531821
stewarts & lloyds of india ltd,504960
tarangini investments ltd,200556
united leasing & industries lt,507808
ser industries ltd.,507984
gradiente infotainment ltd.,590126
omni axs software ltd.,532340
rajasthan petro synthetics ltd,506975
mym technologies ltd.,531843
omansh enterprises ltd,538537
jain farms and res ltd,203831
capital finvest limited,204617
jain farms palm oil ltd,204474
regal enterprises limited,204602
chiplun fine chemicals ltd.,530417
sabrimala industries india lim,540132
sidh automobiles limited,539983
gracious vanijya limited,204955
nitu trading company ltd,204429
monind limited,532078
munoth communication limited,511401
sysco industries limited,539842
kohinoor broadcasting corporat,531366
solitaire investments co.ltd.,503693
futuristic offshore services &,500154
ckp leisure limited,206015
progrex ventures limited,531265
vantage knowledge academy limi,539761
pvv infra limited,536659
ashapura intimates fashion ltd,535467
rubber products ltd.,526496
provestment services limited,540703
parijat paper mills ltd,205078
premier pipes ltd.,513291
seasons furnishings ltd.,521182
simplex papers ltd.,533019
stanpacks (india) ltd.,530931
simplex mills company ltd.,533018
sunraj diamond exports ltd.,523425
vccl ltd.,522015
saptak chem and business limit,506906
oscar global ltd.,530173
saffron industries limited,531436
tulsi extrusions ltd.,532948
sidh management corp serv,206224
jain studios ltd.,532033
tentiwala metal products limit,537119
vck capital market services lt,511493
xo infotech ltd.,532116
amar vanijya limited,200412
shashank traders limited,540221
zel jewellers limited,202547
minolta finance ltd.,532164
ramchandra leasing & finance l,538540
jrd finance limited,200538
roadways india limited,205596
cyberscape multimedia ltd.,532364
trilogic digital media ltd.,531712
nutricircle limited,530219
advik laboratories ltd.,531686
prabhav industries ltd.,531855
superstar distilleries & foods,507518
worldwide aluminium limited,526525
neogem india ltd.,526195
rkd agri and retail limited,511169
ellora trading limited,542803
shukra bullions ltd.,531506
senthil infotek ltd,531980
yarn syndicate ltd.,514378
suryo foods & industries ltd.,519604
wellness noni ltd.,531211
encore business sys ltd,205879
kwality credit & leasing ltd.,531206
tpi india ltd.,500421
mw unitexx ltd.,532442
r.t.exports ltd.,512565
vinayak polycon international,534639
ozone world limited,539291
suncity synthetics ltd.,530795
dmc education ltd,517973
magnum ltd.,530347
remi securities ltd.,511149
pfl infotech ltd.,531769
pasari spinning mills ltd.,521080
sheetal bio-agro tech ltd.,531800
santosh fine-fab ltd.,530035
shree rajeshwaranand paper mil,516086
sanguine media ltd.,531898
step two corporation ltd.,531509
krishana fabrics limited,539446
talwalkars healthclubs limited,541545
rlf ltd.,512618
ncc blue water products ltd.,519506
shree manufacturing co.ltd.,503863
wisec global ltd.,511642
trivikrama industries ltd.,538579
birla transasia carpets ltd.,503823
euro ceramics ltd.,532823
powerful technologies ltd,200453
panafic industrials ltd,538860
vision corporation ltd.,531668
winsome diamonds and jewellery,507892
oswal yarns ltd.,514460
adarsh mercantile ltd,538563
milgrey finance & investment l,511018
jyothi infraventures ltd.,531537
priya ltd.,524580
sbec systems (india) ltd.,517360
source industries (india) ltd.,521036
ushakiran finance ltd.,511507
pankaj polymers ltd.,531280
distinctive pro & lea ltd,204032
united textiles ltd.,521188
shivansh finserv limited,539593
prism medico and pharmacy ltd.,512217
soma papers & industries ltd.,516038
rkb agro industries limited,530891
padmanabh industries ltd,526905
rane computers consultancy ltd,526091
parker agrochem exports ltd.,524628
brisk services limited,201367
pillar investment co ltd,203812
shricon industries ltd.,508961
saanvi advisors limited,203294
vishvprabha ventures limited,512064
sva india ltd.,531885
enchante jewellery ltd.,531148
chokhani international ltd.,523246
skyline india limited,200274
prabhat securities ltd,205834
gccl construction & realities,531953
ace exports limited,202793
rama petrochemicals ltd.,500358
ankush finstock ltd.,531519
inceptum enterprises limited,538541
sashwat technocrats limited,506313
paos industries limited,530291
transwind infra limited,202490
nagarjuna agri tech ltd.,531832
shakti press ltd.,526841
modern threads (india) ltd.,500282
birdhi chand pannalal agencies,538364
microse india ltd.,523343
tirupati tyres ltd.,539040
ruby cables limited,539836
positive electronics limited,539178
rainbow denim ltd.,532441
sspn finance limited,539026
compact disc india ltd.,526141
sowbhagya media ltd.,532025
s kumars.com ltd.,532316
supraneet fin & con ltd,202785
tricom fruit products limited,531716
spectra industries ltd.,513687
v.b.desai financial services l,511110
ortel communications limited,539015
shivamshree businesses limited,538520
mipco seamless rings (gujarat),505797
sab events & governance now me,540081
city gold credit cap. ltd,205069
neha international ltd.,519560
spice islands apparels ltd.,526827
techtrek india ltd.,513153
super bakers (india) ltd.,530735
exotic coal ltd.,531320
thirani projects ltd,538464
women networks ltd.,531396
nicco uco alliance credit ltd.,523209
sophia exports limited,204208
shree krishna infrastructure l,542146
gupta synthetics ltd.,514116
nutech global ltd.,531304
maxplus logistics limited,200468
mudra financial services ltd.,539819
river front hotels ltd,202186
pal credit & capital ltd.,511306
ms securities ltd.,531039
claro india ltd.,524366
saka limited,517242
niwas spinning mills ltd.,521009
shree narmada aluminium indust,513127
towels india exports ltd.,512612
shentracon chemicals ltd.,530757
prakash ceramics ltd.,515111
rishab special yarns ltd.,514177
greenfield corp.ltd.,531912
modern steels ltd.,513303
risa international ltd.,530251
muller & phipps (india) ltd.,501477
span divergent limited,524727
ramsarup industries ltd.,532690
suich industries limited,542683
global knitfab ltd.,531895
jinaam?s dress limited,542653
govind rubber ltd.,509148
polytex india ltd.,512481
paragon finance ltd.,531255
rajeswari infrastructure limit,526823
multipurpose trading & agencie,504356
ranjeet mechatronics limited,541945
rich n rich fin & hld ltd,206553
sagar tourist resorts ltd.,526085
indu eng & tex lt,200217
schablona india ltd.,507894
rainbow papers ltd.,523523
sk international export limite,542728
quality synthetic ind ltd,200718
sri narayan raj k mer ltd,203051
vimal oil & foods ltd.,519373
sterling powergensys ltd,513575
shaba chemicals ltd.,524546
transpact enterprises limited,542765
twinstar industries limited,531917
linkhouse industries ltd.,512349
sybly industries ltd.,531499
novateor research laboratories,542771
anukaran commercial enterprise,512355
p.m.telelinnks ltd.,513403
saianand commercial limited,512097
shivagrico implements ltd.,522237
sword-edge commercials limited,512359
triveni glass ltd.,502281
sri krishna constructions (ind,539363
yashraj containeurs ltd.,530063
sun finlease (guj)ltd,200464
regaliaa realty ltd.,530807
abhishek integrations ltd,208056
navoday enterprises limited,543305
trekkingtoes.com limited,543222
sbl infratech limited,543366
niks technology limited,543282
encore software ltd.,531750
sharanam infraproject and trad,539584
manav infra projects ltd,203203
photon capital advisors ltd.,509084
winy commercial and fiscal ser,538873
omega interactive technologies,511644
accord synergy limited,206183
vardhman concrete limited,531444
o. p. chains limited,539116
svam software ltd.,523722
titaanium ten enterprise limit,539985
surya fun city ltd.,532028
sand plast (india) ltd.,533079
sunil industries ltd.,521232
onesource ideas venture limite,530805
shree tulsi online.com ltd.,590128
sturdy industries ltd.,530611
golden capital services limite,539853
ventura guaranty ltd.,512060
essar securities ltd,533149
swagatam trading & services li,539406
rapid investments ltd.,501351
nandini texcom india ltd,202589
paras petrofils ltd.,521246
electrex (india) ltd.,517378
cat technologies ltd.,531682
jotindra steel&tubes ltd,201153
umiya tubes limited,539798
tamilnadu steel tubes ltd.,513540
kansal fibres ltd.,531205
panther industrial products lt,524055
sparkling (india) finshares li,540211
real strips ltd.,513558
aar commercial company limited,539632
kcd industries india limited,540696
williamson financial services,519214
jck infrastructure dev l,200769
vas infrastructure ltd.,531574
unisys softwares & holding ind,531831
vkj infradevelopers ltd,536128
nishtha finance and investment,539311
srs ltd.,533569
celestial biolabs limited,532871
evergreen textiles limited,514060
nutraplus india ltd,524764
mewat zinc ltd.,513496
mehta housing finance ltd.,511740
nicco corporation ltd.,590028
vertical industries ltd,515099
modern converters limited,539762
modi hoover international ltd.,531130
mindvision capital ltd,530955
speciality papers ltd.,502465
polycon international ltd.,531397
sgn telecoms ltd.,531812
sophia traexpo limited,541633
pariksha fin-invest-lease limi,539481
hotel rugby ltd.,526683
neycer india ltd.,502255
nidhi granites ltd.,512103
regency ceramics ltd.,515018
uss global limited,206112
kra leasing limited,207763
nimbus foods industries ltd.,531598
savani financials ltd.,511577
sarup industries ltd.,514412
southern magnesium & chemicals,513498
sugal & damani share brokers l,511654
visagar financial services ltd,531025
shraddha prime projects ltd,531771
trimurthi limited,536565
shri mahalaxmi agricultural de,539010
nu tek india ltd.,533015
flora corporation limited,540267
saamya biotech (india) ltd.,532905
amarkantak traders ltd,202435
peeti securities ltd.,531352
satya shyam trading ltd,206150
mrc exim limited,540809
rcc cements ltd.,531825
rathi steel & power ltd.,504903
sunstar realty development ltd,535141
omfurn india limited,203162
money masters leasing & financ,535910
mpl plastics ltd.,526143
shukra jewellers ltd.,523790
sonal adhesives ltd.,526901
terrascope ventures limited,513305
sea tv network ltd.,533268
tavernier resources limi,531190
rotographics (india) limited,539922
navigant corporate advisors li,539521
navketan merchants limited,539525
modern shares & stockbrokers l,509760
southern online bio technologi,532669
maryada comm. ent.,202157
telecanor global ltd.,530595
santowin corporation ltd.,512465
response informatics ltd,538273
healthfore technologies ltd.,533525
phf leasing limited,201938
shantai industries limited,512297
mount shivalik industries ltd.,507522
organic coatings ltd.,531157
shelter infra projects ltd.,526839
shri rajivlochan oil extractio,530295
chhabra spinners ltd.,531653
sru steels limited,540914
sea gold aqua farms ltd.,530361
zr infra limited,202047
suryavanshi spinning mills ltd,514140
aggarsain spinners ltd,207648
malabar trading co.ltd.,501473
padam cotton yarns ltd.,531395
ganesh foundry & castings ltd.,513448
centron industrial alliance lt,509499
relic technologies ltd.,511712
vallabh steels ltd.,513397
vapi paper mills ltd.,502589
sarnimal investment ltd,205845
sharma east india hospitals &,524548
oswal minerals limited,201947
stratmont industries limited,530495
psl ltd.,526801
netripples software limited,542117
roselabs ltd.,535503
thomas scott (india) limited,533941
pecos hotels and pubs limited,539273
uniworth textiles ltd.,500138
shradha industries ltd,203874
pradip overseas ltd,533178
sofcom systems limited,538923
io system ltd.,523752
talwalkars better value fitnes,533200
s k s textiles limited,202169
k k fincorp limited,503669
technofab engineering limited,533216
richa industries ltd.,532766
seven hill industries limited,511760
midwest gold ltd.,526570
mafatlal lubricants ltd.,520149
thirdwave financial intermedia,531652
sikozy realtors limited,524642
sai capital ltd.,531931
s.m.energy teknik & electronic,522042
tokyo finance ltd.,531644
olympic cards ltd.,534190
vaghani techno-build ltd.,531676
u. h. zaveri limited,541338
nakoda limited,521030
monica electronics ltd.,523544
unjha formulations ltd.,531762
sita enterprises ltd.,512589
metkore alloys & industries lt,532990
spicy entertainment and media,540084
r j bio-tech ltd,536456
swarna securities ltd.,531003
newever trade wings ltd,536644
uniroyal marine exports ltd.,526113
n.r.international ltd.,532623
universal credit & securities,531963
ramsons projects ltd.,530925
mfs intercorp ltd.,513721
sudal industries ltd.,506003
moongipa securities ltd.,539199
samruddhi realty ltd.,535466
zyden gentec ltd.,530091
steelco gujarat ltd.,500399
shalimar agencies limited,539895
patidar buildcon limited,524031
n.d.metal industries ltd.,512024
raj irrigation pipes & fitting,513406
rich universe network ltd.,530271
symbiox investment & trading c,539278
chromatic india ltd.,530191
auroma coke ltd.,531336
excel glasses ltd.,502223
divya jyoti industries ltd.,526285
rampur fertilizers ltd,206258
orient tradelink ltd.,531512
pet plastics ltd.,524046
united interactive ltd.,502893
sylph technologies ltd.,511447
seasons textiles ltd.,514264
square four projects india lim,526532
oceanaa biotek industries ltd,538019
dr. m induscorp limited,203489
b.nanji enterprises ltd.,526594
neelkanth rockminerals ltd.,531049
global securities ltd.,530657
acewin agriteck limited,539570
pithampur poly products ltd.,530683
prime capital market ltd.,535514
jds finance company ltd,200097
rajputana investment and finan,539090
raghunath international ltd.,526813
typhoon financial services lim,539468
gfl financials india limited,531055
turbotech engineering ltd.,504358
pae ltd.,517230
itl finlease & sec ltd,205415
regent enterprises limited,512624
asian lakto ind ltd,203013
interface financial services l,530519
aishwarya technologies and tel,532975
winsome yarns ltd.,514348
wagend infra venture limited,503675
senbo industries ltd.,532021
relstruct buildcon limited,540426
shree rajasthan syntex ltd.,503837
space incubatrics technologies,541890
bohra industries limited,203236
spisys limited,539168
sdc techmedia limited,535647
photoquip india ltd.,526588
melstar information technologi,532307
rander corporation ltd.,531228
redex protech ltd.,523650
shahi shipping limited,526508
facor steels ltd.,532657
thambbi modern spinning mills,514484
sri nandaa spinners ltd.,530667
accuvant advisory ser ltd,202434
international const ltd,203412
shree pacetronix ltd.,527005
trombo extractions limited,519303
shri lakshmi cotsyn ltd.,526049
neo corp international ltd.,523820
quasar india ltd,538452
united credit ltd.,531091
raasi refractories ltd.,502271
objectone information systems,535657
mukat pipes ltd.,523832
tamilnadu jaibharat mills ltd.,521038
zicom electronic security syst,531404
datapro information technology,517473
radaan mediaworks (i) ltd.,590070
nihar info global ltd.,531083
veerhealth care limited,511523
trinity league india ltd.,531846
multiplus holdings ltd.,505594
standard shoe sole and mould (,523351
salem erode investments ltd.,540181
sc agrotech limited,526081
advanced micronic devices ltd.,517552
oswal overseas ltd.,531065
s.t. services limited,538876
tci finance ltd.,501242
vsf projects ltd.,519331
hytone texstyles ltd.,514258
kamini finance & inv ltd,201835
rajasthan cylinders & containe,538707
lark trading & finance l,206402
marg projects and infrastructu,513648
southern ispat and energy ltd,531645
ankur marketing limited,206516
sw investments ltd,503659
minaxi textiles ltd.,531456
misquita engineering limited,542801
sovereign diamonds ltd.,523826
sparc systems ltd.,531370
alka diamond industries ltd.,531581
regency fincorp limited,540175
crown tours ltd,538521
jalpac india ltd.,523230
skybox industries limited,203602
goldege est and inv ltd,201081
triton corp.ltd.,523387
sri amarnath finance limited,538863
sarda proteins ltd.,519242
detroit industries ltd.,523400
pushpsons industries ltd.,531562
essar investments ltd.,501156
mindpool technologies ltd,205653
a b infrabuild limited,206508
shubhlaxmi jewel art ltd,201806
merit credit corp ltd,206215
sujala trading & holding ltd.,539117
sun granite export limited,531013
phyto chem (india) ltd.,524808
roopshri resorts limited,542599
netlink solutions (india) ltd.,509040
pazel international limited,504335
vintron informatics ltd.,517393
asian food products ltd.,507530
cremica agro foods ltd,203877
party cruisers limited,207734
eon electric ltd.,532658
emco ltd.,504008
polo hotels ltd.,526687
international sec. ltd,205092
steadfast corporation ltd,206230
valencia nutrition limited,542910
sti india ltd.,513151
canopy finance limited,539304
blazon marbles limited,531570
minal industries limited,522235
times green energy (india) lim,543310
ro jewels limited,543171
tranway technologies limited,542923
rajeshwari cans limited,543285
net pix shorts digital media l,543247
mrp agro limited,543262
naapbooks limited,543351
promax power limited,543375
destiny logistics & i ltd,208303
sp capital financing ltd.,530289
m p today media limited,200405
worth investment & trading co,538451
shreyas intermediates ltd.,526335
south asian enterprises ltd.,526477
shangar decor limited,540259
hillridge investments ltd,205027
yuvraaj hygiene products ltd.,531663
paramount cosmetics (india) lt,507970
radico khaitan finance l,200252
crescent finstock limited,203805
mena mani industries limited,531127
milestone global ltd.,531338
salguti industries ltd.,526554
pba infrastructure ltd.,532676
panyam cements & mineral indus,500322
nms resources global limited,522289
tejassvi aaharam limited,531628
ram minerals and chemicals lim,534734
trident tools ltd.,531972
u.p.asbestos limited,200651
thakral services (india) ltd.,509015
sellwin traders limited,538875
secur credentials limited,205095
pentamedia graphics ltd.,500329
sun retail limited,542025
swati projects limited,206589
splendid metal products limite,513414
trend electronics ltd.,517228
r m drip & sprink sys ltd,203354
oscar investments ltd.,501179
impala indus ent ltd,204318
rainbow foundations ltd.,531694
trishakti electronics & indust,531279
palco metals limited,539121
operational energy group,202838
usha martin education & soluti,532398
fancy fittings limited,206253
mehta securities ltd.,511738
nagreeka capital & infrastruct,532895
parle industries limited,532911
genesis dev & hldngs ltd,201437
olympic oil industries ltd.,507609
stone india ltd.,522085
midas infra trade limited,531192
agarwal duplex brd mill l,207477
swojas energy foods ltd.,530217
southern infosys limited,540174
sri ramakrishna mills (coimbat,521178
switching technologies gunther,517201
superb papers ltd.,532070
mohota industries limited,530047
rajsanket realty limited,512409
v r woodart ltd.,523888
robert resources limited,204001
jagat trading ent ltd,202123
viaan industries limited,537524
stellar capital services ltd,536738
welcure drugs & pharmaceutical,524661
unique organics ltd.,530997
neueon towers limited,532887
allied computers international,532919
autopal industries ltd.,517286
pulz electronics limited,201344
union quality plastics ltd.,526799
continental seed chem ltd,203459
premier ltd.,500540
dtl india holdings ltd,205696
value industries ltd.,500945
trans-freight containers ltd.,513063
shree bhavya fabrics limited,521131
synthiko foils ltd.,513307
silverline technologies ltd.,500389
sigachi laboratories ltd,200488
norben tea & exports ltd.,519528
popular estate management ltd.,531870
runeecha textiles ltd.,590124
sampre nutritions ltd.,530617
pan india corporation ltd.,511525
rajkamal synthetics ltd.,514028
sreechem resins ltd.,514248
vamshi rubber ltd.,530369
shree steel wire ropes ltd.,513488
mohit paper mills ltd.,530169
tantia constructions ltd.,532738
sterling green woods ltd.,526500
adinath exim resources ltd.,532056
shree ganesh elastoplast ltd.,530797
indo-global enterprises limite,539433
mid india industries ltd.,500277
s.v.trading & agencies ltd.,503622
thiru arooran sugars ltd.,507450
southern latex ltd.,514454
pace automation limited,204685
antarctica ltd,201552
sri adhikari brothers televisi,530943
si capital & financial service,530907
ssf limited,206559
refnol resins & chemicals ltd.,530815
yogi sung-won (india) ltd.,522209
prism finance ltd.,531735
jvl agro industries ltd.,519248
smc credits ltd.,532138
sibar auto parts ltd.,520141
roopa industries ltd.,530991
mount housing and infrastructu,542864
npr finance ltd.,530127
surya india limited,539253
suncare traders limited,539526
sri lakshmi saraswathi textile,521161
super fine knitters limited,540269
unity infraprojects ltd.,532746
rap media ltd.,531583
bhanot construction & housing,534740
vsd confin ltd.,531696
naraingarh sugar mills ltd.,531457
mpdl limited,532723
pact industries ltd.,538963
rajasthan tube manufacturing c,530253
standard batteries ltd.,504180
kirti investments limited,200273
shakumbhri p & p mill ltd,207310
royal india corporation limite,512047
pearl apartments limited,204237
vision cinemas ltd.,526441
panache innovations limited,538742
raunaq epc international limit,537840
vinyoflex ltd.,530401
raj rayon industries limited,530699
sprayking agro equipment limit,540079
shree karthik papers ltd.,516106
tarang projects & consultant l,538287
prime industries ltd.,519299
texplast industries ltd.,530635
spectrum foods ltd.,531982
velan hotels ltd.,526755
vitesse agro limited,540823
shukra pharmaceuticals limited,524632
tashi india ltd.,512271
vidli restaurants limited,539659
deepjyoti textiles ltd,202427
trinity tradelink limited,512417
millennium online solutions (i,511187
solid stone company ltd.,513699
retro green revolution limited,519191
sanblue corporation ltd.,521222
basant india limited,202167
samyak international ltd.,530025
rajdarshan industries ltd.,526662
royal cushion vinyl products l,526193
geefcee finance ltd.,530389
sigrun holdings limited,531863
shri ram switchgears ltd,205767
shyam telecom ltd.,517411
parshwanath corporation ltd.,511176
raj packaging industries ltd.,530111
ramasigns industries limited,515127
ras resorts & apart hotels ltd,507966
gayatri tissue & papers ltd.,512479
a.k. spintex ltd.,539300
central cables limited,202607
bharati defence and infrastruc,532609
rgf capital markets limited,539669
bright solar limited,204076
shree bhawani paper mills ltd.,502563
subhash silk mills ltd.,530231
sterling international enterpr,508998
hardoli paper mills ltd,205739
pentokey organy (india) ltd.,524210
smvd poly pack limited,200223
dhanuka realty limited,200454
vera synthetic limited,202708
r.j.shah & co.ltd.,509845
purshottam investofin ltd,538647
northlink fiscal and capital s,539110
norris medicines ltd.,524414
panjon ltd.,526345
mvl ltd.,532991
tarapur transformers ltd,533203
raghunath tobacco co.ltd.,531552
vxl instruments ltd.,517399
teesta agro industries ltd.,524204
rama vision ltd.,523289
arihant classic fin ltd,206689
voltaire leasing & finance ltd,509038
sumeru industries ltd.,530445
resurgere mines & minerals ind,533017
rolcon engineering co.ltd.,505807
techin,526576
sanco industries limited,203706
sirohia & sons limited,538667
sheetal diamonds ltd.,530525
jayant mercantile co.ltd.,512129
yug decor limited,540550
jash dealmark limited,540394
unistar multimedia ltd.,532035
